"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"4130",4,0,"Intermediate","Conservative Confirming Items","Liberals",690
"4131",4,1,"Intermediate","Liberal Confirming Items","Liberals",690
"4132",4,1,"Intermediate","Conservative Confirming Items","Liberals",690
"4133",4,1,"Intermediate","Apolitical Items","Liberals",690
"4134",4,1,"Intermediate","Apolitical Items","Liberals",690
"4135",2,1,"Intermediate","Liberal Confirming Items","Liberals",691
"4136",2,0,"Intermediate","Conservative Confirming Items","Liberals",691
"4137",2,0,"Intermediate","Liberal Confirming Items","Liberals",691
"4138",2,1,"Intermediate","Conservative Confirming Items","Liberals",691
"4139",2,1,"Intermediate","Apolitical Items","Liberals",691
"4140",2,1,"Intermediate","Apolitical Items","Liberals",691
"4141",7,1,"Intermediate","Liberal Confirming Items","Moderates",692
"4142",7,0,"Intermediate","Conservative Confirming Items","Moderates",692
"4143",7,1,"Intermediate","Liberal Confirming Items","Moderates",692
"4144",7,1,"Intermediate","Conservative Confirming Items","Moderates",692
"4145",7,1,"Intermediate","Apolitical Items","Moderates",692
"4146",7,1,"Intermediate","Apolitical Items","Moderates",692
"4147",6,1,"Intermediate","Liberal Confirming Items","Liberals",693
"4148",6,0,"Intermediate","Conservative Confirming Items","Liberals",693
"4149",6,1,"Intermediate","Liberal Confirming Items","Liberals",693
"4150",6,1,"Intermediate","Conservative Confirming Items","Liberals",693
"4151",6,1,"Intermediate","Apolitical Items","Liberals",693
"4152",6,1,"Intermediate","Apolitical Items","Liberals",693
"4153",6,1,"Intermediate","Liberal Confirming Items","Conservatives",694
"4154",6,0,"Intermediate","Conservative Confirming Items","Conservatives",694
"4155",6,1,"Intermediate","Liberal Confirming Items","Conservatives",694
"4156",6,1,"Intermediate","Conservative Confirming Items","Conservatives",694
"4157",6,1,"Intermediate","Apolitical Items","Conservatives",694
"4158",6,1,"Intermediate","Apolitical Items","Conservatives",694
"4159",8,1,"Intermediate","Liberal Confirming Items","Moderates",695
"4160",8,0,"Intermediate","Conservative Confirming Items","Moderates",695
"4161",8,1,"Intermediate","Liberal Confirming Items","Moderates",695
"4162",8,1,"Intermediate","Conservative Confirming Items","Moderates",695
"4163",8,1,"Intermediate","Apolitical Items","Moderates",695
"4164",8,1,"Intermediate","Apolitical Items","Moderates",695
"4165",4,1,"Intermediate","Liberal Confirming Items","Liberals",696
"4166",4,0,"Intermediate","Conservative Confirming Items","Liberals",696
"4167",4,1,"Intermediate","Liberal Confirming Items","Liberals",696
"4168",4,1,"Intermediate","Conservative Confirming Items","Liberals",696
"4169",4,1,"Intermediate","Apolitical Items","Liberals",696
"4170",4,1,"Intermediate","Apolitical Items","Liberals",696
"4171",5,1,"Intermediate","Liberal Confirming Items","Liberals",697
"4172",5,0,"Intermediate","Conservative Confirming Items","Liberals",697
"4173",5,1,"Intermediate","Liberal Confirming Items","Liberals",697
"4174",5,1,"Intermediate","Conservative Confirming Items","Liberals",697
"4175",5,0,"Intermediate","Apolitical Items","Liberals",697
"4176",5,1,"Intermediate","Apolitical Items","Liberals",697
"4177",5,1,"Intermediate","Liberal Confirming Items","Liberals",698
"4178",5,0,"Intermediate","Conservative Confirming Items","Liberals",698
"4179",5,1,"Intermediate","Liberal Confirming Items","Liberals",698
"4180",5,1,"Intermediate","Conservative Confirming Items","Liberals",698
"4181",5,1,"Intermediate","Apolitical Items","Liberals",698
"4182",5,0,"Intermediate","Apolitical Items","Liberals",698
"4183",6,1,"Intermediate","Liberal Confirming Items","Moderates",699
"4184",6,0,"Intermediate","Conservative Confirming Items","Moderates",699
"4185",6,1,"Intermediate","Liberal Confirming Items","Moderates",699
"4186",6,1,"Intermediate","Conservative Confirming Items","Moderates",699
"4187",6,0,"Intermediate","Apolitical Items","Moderates",699
"4188",6,1,"Intermediate","Apolitical Items","Moderates",699
"4189",5,1,"Intermediate","Liberal Confirming Items","Conservatives",700
"4190",5,1,"Intermediate","Conservative Confirming Items","Conservatives",700
"4191",5,1,"Intermediate","Liberal Confirming Items","Conservatives",700
"4192",5,1,"Intermediate","Conservative Confirming Items","Conservatives",700
"4193",5,0,"Intermediate","Apolitical Items","Conservatives",700
"4194",5,1,"Intermediate","Apolitical Items","Conservatives",700
"4195",6,1,"Intermediate","Liberal Confirming Items","Liberals",701
"4196",6,1,"Intermediate","Conservative Confirming Items","Liberals",701
"4197",6,1,"Intermediate","Liberal Confirming Items","Liberals",701
"4198",6,1,"Intermediate","Conservative Confirming Items","Liberals",701
"4199",6,1,"Intermediate","Apolitical Items","Liberals",701
"4200",6,1,"Intermediate","Apolitical Items","Liberals",701
"4201",3,1,"Intermediate","Liberal Confirming Items","Conservatives",702
"4202",3,1,"Intermediate","Conservative Confirming Items","Conservatives",702
"4203",3,1,"Intermediate","Liberal Confirming Items","Conservatives",702
"4204",3,1,"Intermediate","Conservative Confirming Items","Conservatives",702
"4205",3,1,"Intermediate","Apolitical Items","Conservatives",702
"4206",3,1,"Intermediate","Apolitical Items","Conservatives",702
"4207",6,1,"Intermediate","Liberal Confirming Items","Liberals",703
"4208",6,0,"Intermediate","Conservative Confirming Items","Liberals",703
"4209",6,0,"Intermediate","Liberal Confirming Items","Liberals",703
"4210",6,0,"Intermediate","Conservative Confirming Items","Liberals",703
"4211",6,0,"Intermediate","Apolitical Items","Liberals",703
"4212",6,1,"Intermediate","Apolitical Items","Liberals",703
"4213",7,1,"Intermediate","Liberal Confirming Items","Liberals",704
"4214",7,0,"Intermediate","Conservative Confirming Items","Liberals",704
"4215",7,1,"Intermediate","Liberal Confirming Items","Liberals",704
"4216",7,1,"Intermediate","Conservative Confirming Items","Liberals",704
"4217",7,1,"Intermediate","Apolitical Items","Liberals",704
"4218",7,1,"Intermediate","Apolitical Items","Liberals",704
"4219",5,1,"Intermediate","Liberal Confirming Items","Liberals",705
"4220",5,0,"Intermediate","Conservative Confirming Items","Liberals",705
"4221",5,1,"Intermediate","Liberal Confirming Items","Liberals",705
"4222",5,0,"Intermediate","Conservative Confirming Items","Liberals",705
"4223",5,1,"Intermediate","Apolitical Items","Liberals",705
"4224",5,1,"Intermediate","Apolitical Items","Liberals",705
"4225",6,1,"Intermediate","Liberal Confirming Items","Liberals",706
"4226",6,0,"Intermediate","Conservative Confirming Items","Liberals",706
"4227",6,1,"Intermediate","Liberal Confirming Items","Liberals",706
"4228",6,0,"Intermediate","Conservative Confirming Items","Liberals",706
"4229",6,1,"Intermediate","Apolitical Items","Liberals",706
"4230",6,1,"Intermediate","Apolitical Items","Liberals",706
"4231",7,1,"Intermediate","Liberal Confirming Items","Liberals",707
"4232",7,0,"Intermediate","Conservative Confirming Items","Liberals",707
"4233",7,1,"Intermediate","Liberal Confirming Items","Liberals",707
"4234",7,1,"Intermediate","Conservative Confirming Items","Liberals",707
"4235",7,1,"Intermediate","Apolitical Items","Liberals",707
"4236",7,1,"Intermediate","Apolitical Items","Liberals",707
"4237",3,1,"Intermediate","Liberal Confirming Items","Liberals",708
"4238",3,0,"Intermediate","Conservative Confirming Items","Liberals",708
"4239",3,1,"Intermediate","Liberal Confirming Items","Liberals",708
"4240",3,1,"Intermediate","Conservative Confirming Items","Liberals",708
"4241",3,1,"Intermediate","Apolitical Items","Liberals",708
"4242",3,1,"Intermediate","Apolitical Items","Liberals",708
"4243",2,1,"Intermediate","Liberal Confirming Items","Conservatives",709
"4244",2,0,"Intermediate","Conservative Confirming Items","Conservatives",709
"4245",2,1,"Intermediate","Liberal Confirming Items","Conservatives",709
"4246",2,0,"Intermediate","Conservative Confirming Items","Conservatives",709
"4247",2,1,"Intermediate","Apolitical Items","Conservatives",709
"4248",2,1,"Intermediate","Apolitical Items","Conservatives",709
"4249",5,1,"Intermediate","Liberal Confirming Items","Liberals",710
"4250",5,0,"Intermediate","Conservative Confirming Items","Liberals",710
"4251",5,1,"Intermediate","Liberal Confirming Items","Liberals",710
"4252",5,1,"Intermediate","Conservative Confirming Items","Liberals",710
"4253",5,1,"Intermediate","Apolitical Items","Liberals",710
"4254",5,1,"Intermediate","Apolitical Items","Liberals",710
"4255",7,1,"Intermediate","Liberal Confirming Items","Conservatives",711
"4256",7,0,"Intermediate","Conservative Confirming Items","Conservatives",711
"4257",7,1,"Intermediate","Liberal Confirming Items","Conservatives",711
"4258",7,1,"Intermediate","Conservative Confirming Items","Conservatives",711
"4259",7,1,"Intermediate","Apolitical Items","Conservatives",711
"4260",7,1,"Intermediate","Apolitical Items","Conservatives",711
"4261",0,0,"Intermediate","Liberal Confirming Items","Liberals",712
"4262",0,1,"Intermediate","Conservative Confirming Items","Liberals",712
"4263",0,0,"Intermediate","Liberal Confirming Items","Liberals",712
"4264",0,0,"Intermediate","Conservative Confirming Items","Liberals",712
"4265",0,1,"Intermediate","Apolitical Items","Liberals",712
"4266",0,1,"Intermediate","Apolitical Items","Liberals",712
"4267",6,1,"Intermediate","Liberal Confirming Items","Conservatives",713
"4268",6,0,"Intermediate","Conservative Confirming Items","Conservatives",713
"4269",6,1,"Intermediate","Liberal Confirming Items","Conservatives",713
"4270",6,1,"Intermediate","Conservative Confirming Items","Conservatives",713
"4271",6,1,"Intermediate","Apolitical Items","Conservatives",713
"4272",6,1,"Intermediate","Apolitical Items","Conservatives",713
"4273",5,1,"Intermediate","Liberal Confirming Items","Liberals",714
"4274",5,0,"Intermediate","Conservative Confirming Items","Liberals",714
"4275",5,0,"Intermediate","Liberal Confirming Items","Liberals",714
"4276",5,0,"Intermediate","Conservative Confirming Items","Liberals",714
"4277",5,0,"Intermediate","Apolitical Items","Liberals",714
"4278",5,1,"Intermediate","Apolitical Items","Liberals",714
"4279",5,1,"Intermediate","Liberal Confirming Items","Liberals",715
"4280",5,0,"Intermediate","Conservative Confirming Items","Liberals",715
"4281",5,1,"Intermediate","Liberal Confirming Items","Liberals",715
"4282",5,1,"Intermediate","Conservative Confirming Items","Liberals",715
"4283",5,1,"Intermediate","Apolitical Items","Liberals",715
"4284",5,1,"Intermediate","Apolitical Items","Liberals",715
"4285",5,1,"Intermediate","Liberal Confirming Items","Conservatives",716
"4286",5,0,"Intermediate","Conservative Confirming Items","Conservatives",716
"4287",5,1,"Intermediate","Liberal Confirming Items","Conservatives",716
"4288",5,1,"Intermediate","Conservative Confirming Items","Conservatives",716
"4289",5,1,"Intermediate","Apolitical Items","Conservatives",716
"4290",5,1,"Intermediate","Apolitical Items","Conservatives",716
"4291",3,1,"Intermediate","Liberal Confirming Items","Moderates",717
"4292",3,1,"Intermediate","Conservative Confirming Items","Moderates",717
"4293",3,1,"Intermediate","Liberal Confirming Items","Moderates",717
"4294",3,1,"Intermediate","Conservative Confirming Items","Moderates",717
"4295",3,1,"Intermediate","Apolitical Items","Moderates",717
"4296",3,0,"Intermediate","Apolitical Items","Moderates",717
"4297",3,0,"Intermediate","Liberal Confirming Items","Liberals",718
"4298",3,0,"Intermediate","Conservative Confirming Items","Liberals",718
"4299",3,1,"Intermediate","Liberal Confirming Items","Liberals",718
"4300",3,1,"Intermediate","Conservative Confirming Items","Liberals",718
"4301",3,1,"Intermediate","Apolitical Items","Liberals",718
"4302",3,1,"Intermediate","Apolitical Items","Liberals",718
"4303",3,1,"Intermediate","Liberal Confirming Items","Liberals",719
"4304",3,1,"Intermediate","Conservative Confirming Items","Liberals",719
"4305",3,1,"Intermediate","Liberal Confirming Items","Liberals",719
"4306",3,1,"Intermediate","Conservative Confirming Items","Liberals",719
"4307",3,0,"Intermediate","Apolitical Items","Liberals",719
"4308",3,0,"Intermediate","Apolitical Items","Liberals",719
"4309",6,1,"Intermediate","Liberal Confirming Items","Conservatives",720
"4310",6,1,"Intermediate","Conservative Confirming Items","Conservatives",720
"4311",6,1,"Intermediate","Liberal Confirming Items","Conservatives",720
"4312",6,1,"Intermediate","Conservative Confirming Items","Conservatives",720
"4313",6,1,"Intermediate","Apolitical Items","Conservatives",720
"4314",6,1,"Intermediate","Apolitical Items","Conservatives",720
"4315",3,1,"Intermediate","Liberal Confirming Items","Moderates",721
"4316",3,1,"Intermediate","Conservative Confirming Items","Moderates",721
"4317",3,1,"Intermediate","Liberal Confirming Items","Moderates",721
"4318",3,1,"Intermediate","Conservative Confirming Items","Moderates",721
"4319",3,1,"Intermediate","Apolitical Items","Moderates",721
"4320",3,0,"Intermediate","Apolitical Items","Moderates",721
"4321",8,1,"Intermediate","Liberal Confirming Items","Liberals",722
"4322",8,1,"Intermediate","Conservative Confirming Items","Liberals",722
"4323",8,1,"Intermediate","Liberal Confirming Items","Liberals",722
"4324",8,1,"Intermediate","Conservative Confirming Items","Liberals",722
"4325",8,1,"Intermediate","Apolitical Items","Liberals",722
"4326",8,1,"Intermediate","Apolitical Items","Liberals",722
"4327",5,1,"Intermediate","Liberal Confirming Items","Liberals",723
"4328",5,1,"Intermediate","Conservative Confirming Items","Liberals",723
"4329",5,1,"Intermediate","Liberal Confirming Items","Liberals",723
"4330",5,1,"Intermediate","Conservative Confirming Items","Liberals",723
"4331",5,1,"Intermediate","Apolitical Items","Liberals",723
"4332",5,1,"Intermediate","Apolitical Items","Liberals",723
"4333",4,1,"Intermediate","Liberal Confirming Items","Liberals",724
"4334",4,0,"Intermediate","Conservative Confirming Items","Liberals",724
"4335",4,0,"Intermediate","Liberal Confirming Items","Liberals",724
"4336",4,1,"Intermediate","Conservative Confirming Items","Liberals",724
"4337",4,0,"Intermediate","Apolitical Items","Liberals",724
"4338",4,0,"Intermediate","Apolitical Items","Liberals",724
"4339",5,1,"Intermediate","Liberal Confirming Items","Liberals",725
"4340",5,1,"Intermediate","Conservative Confirming Items","Liberals",725
"4341",5,1,"Intermediate","Liberal Confirming Items","Liberals",725
"4342",5,1,"Intermediate","Conservative Confirming Items","Liberals",725
"4343",5,1,"Intermediate","Apolitical Items","Liberals",725
"4344",5,1,"Intermediate","Apolitical Items","Liberals",725
"4345",5,1,"Intermediate","Liberal Confirming Items","Conservatives",726
